txn_id,account_no,amount,status,date,city,branch_name,product
T1800,22221,7824.06,success,2025-05-06,chennai,branch3,Mutual Fund
T1801,80631,9752.47,failed,2025-05-02,chennai,branch3,Insurance
T1802,56058,3694.82,failed,2025-05-07,chennai,branch3,Mutual Fund
T1803,68301,5611.5,failed,2025-05-06,chennai,branch3,Loan
T1804,83495,9650.33,failed,2025-05-02,chennai,branch3,Mutual Fund
T1805,10583,3847.85,success,2025-05-05,chennai,branch3,Insurance
T1806,67628,2104.2,failed,2025-05-01,chennai,branch3,Insurance
T1807,26137,1136.82,success,2025-05-03,chennai,branch3,Loan
T1808,81939,1361.56,success,2025-05-05,chennai,branch3,Insurance
T1809,18790,1126.31,success,2025-05-05,chennai,branch3,Loan
T1810,59049,1397.44,failed,2025-05-05,chennai,branch3,Savings
T1811,58630,6430.48,success,2025-05-04,chennai,branch3,Mutual Fund
T1812,97414,4500.75,success,2025-05-03,chennai,branch3,Insurance
T1813,99225,5094.3,failed,2025-05-07,chennai,branch3,Insurance
T1814,77548,5070.89,failed,2025-05-07,chennai,branch3,Mutual Fund
T1815,62409,6780.22,success,2025-05-01,chennai,branch3,Insurance
T1816,49067,9206.8,failed,2025-05-06,chennai,branch3,Savings
T1817,36861,2152.97,failed,2025-05-07,chennai,branch3,Mutual Fund
T1818,38482,2055.8,success,2025-05-04,chennai,branch3,Insurance
T1819,48324,8853.18,success,2025-05-03,chennai,branch3,Mutual Fund
T1820,21217,4335.48,success,2025-05-01,chennai,branch3,Insurance
T1821,30161,3936.55,failed,2025-05-04,chennai,branch3,Mutual Fund
T1822,95956,1486.19,success,2025-05-05,chennai,branch3,Savings
T1823,15185,3840.54,failed,2025-05-01,chennai,branch3,Loan
T1824,55473,6455.3,success,2025-05-07,chennai,branch3,Mutual Fund
T1825,26502,3724.18,success,2025-05-01,chennai,branch3,Mutual Fund
T1826,98254,3706.95,failed,2025-05-01,chennai,branch3,Insurance
T1827,12005,6200.15,failed,2025-05-01,chennai,branch3,Loan
T1828,40428,7196.23,success,2025-05-02,chennai,branch3,Insurance
T1829,49565,6148.49,success,2025-05-02,chennai,branch3,Insurance
T1830,90882,8027.89,failed,2025-05-04,chennai,branch3,Insurance
T1831,74504,4579.98,failed,2025-05-06,chennai,branch3,Mutual Fund
T1832,51167,3011.9,failed,2025-05-07,chennai,branch3,Mutual Fund
T1833,59520,5734.02,success,2025-05-03,chennai,branch3,Savings
T1834,85672,5856.47,failed,2025-05-03,chennai,branch3,Mutual Fund
T1835,60499,6809.67,failed,2025-05-01,chennai,branch3,Insurance
T1836,49968,7671.93,success,2025-05-06,chennai,branch3,Savings
T1837,96702,7949.98,failed,2025-05-07,chennai,branch3,Loan
T1838,72520,4345.36,failed,2025-05-03,chennai,branch3,Insurance
T1839,53697,2148.88,success,2025-05-01,chennai,branch3,Savings
T1840,21792,4833.75,success,2025-05-04,chennai,branch3,Savings
T1841,52050,5427.83,success,2025-05-06,chennai,branch3,Mutual Fund
T1842,25894,8057.84,success,2025-05-02,chennai,branch3,Savings
T1843,14858,503.34,failed,2025-05-02,chennai,branch3,Loan
T1844,21292,6262.63,success,2025-05-06,chennai,branch3,Loan
T1845,44951,9798.25,failed,2025-05-07,chennai,branch3,Insurance
T1846,71819,8737.15,failed,2025-05-04,chennai,branch3,Loan
T1847,59063,3254.26,success,2025-05-02,chennai,branch3,Mutual Fund
T1848,67861,5046.27,success,2025-05-06,chennai,branch3,Insurance
T1849,36722,6497.56,failed,2025-05-04,chennai,branch3,Loan
T1850,96947,6820.33,success,2025-05-07,chennai,branch3,Loan
T1851,93870,6180.75,failed,2025-05-05,chennai,branch3,Insurance
T1852,47030,4965.97,failed,2025-05-05,chennai,branch3,Savings
T1853,32342,9143.82,success,2025-05-02,chennai,branch3,Loan
T1854,97042,6813.01,failed,2025-05-03,chennai,branch3,Savings
T1855,35881,1447.34,success,2025-05-01,chennai,branch3,Loan
T1856,39553,3992.74,failed,2025-05-07,chennai,branch3,Insurance
T1857,83530,2913.96,failed,2025-05-07,chennai,branch3,Savings
T1858,33542,9467.01,success,2025-05-01,chennai,branch3,Mutual Fund
T1859,54373,681.41,failed,2025-05-06,chennai,branch3,Insurance
T1860,53121,712.55,failed,2025-05-05,chennai,branch3,Savings
T1861,10149,883.53,success,2025-05-07,chennai,branch3,Insurance
T1862,69001,1278.73,success,2025-05-07,chennai,branch3,Savings
T1863,79282,449.52,failed,2025-05-03,chennai,branch3,Loan
T1864,50074,3155.83,success,2025-05-06,chennai,branch3,Insurance
T1865,30801,5187.81,success,2025-05-05,chennai,branch3,Loan
T1866,11738,4841.46,success,2025-05-04,chennai,branch3,Insurance
T1867,27376,4854.47,failed,2025-05-07,chennai,branch3,Mutual Fund
T1868,28847,9595.94,failed,2025-05-01,chennai,branch3,Loan
T1869,68119,8739.84,success,2025-05-05,chennai,branch3,Loan
T1870,13156,7776.7,failed,2025-05-02,chennai,branch3,Loan
T1871,64353,756.42,failed,2025-05-03,chennai,branch3,Savings
T1872,65255,9605.84,failed,2025-05-03,chennai,branch3,Mutual Fund
T1873,78714,2048.08,success,2025-05-05,chennai,branch3,Savings
T1874,27981,6843.79,failed,2025-05-01,chennai,branch3,Insurance
T1875,14389,5623.63,failed,2025-05-01,chennai,branch3,Mutual Fund
T1876,59893,7818.42,failed,2025-05-02,chennai,branch3,Loan
T1877,60694,7426.45,failed,2025-05-06,chennai,branch3,Insurance
T1878,15692,1699.83,failed,2025-05-07,chennai,branch3,Loan
T1879,76756,2137.42,success,2025-05-05,chennai,branch3,Savings
T1880,23156,7106.84,success,2025-05-04,chennai,branch3,Loan
T1881,95512,8252.52,success,2025-05-02,chennai,branch3,Insurance
T1882,49318,2199.21,success,2025-05-03,chennai,branch3,Savings
T1883,76031,3917.41,failed,2025-05-04,chennai,branch3,Loan
T1884,58489,3414.09,failed,2025-05-06,chennai,branch3,Loan
T1885,36817,2422.07,success,2025-05-04,chennai,branch3,Loan
T1886,81716,5426.32,failed,2025-05-06,chennai,branch3,Loan
