txn_id,account_no,amount,status,date,city,branch_name,product
T3800,51309,4867.75,success,2025-05-04,bangalore,branch3,Insurance
T3801,75844,3955.56,success,2025-05-06,bangalore,branch3,Loan
T3802,41958,8140.74,success,2025-05-04,bangalore,branch3,Insurance
T3803,14241,4793.97,success,2025-05-07,bangalore,branch3,Mutual Fund
T3804,67707,8810.9,failed,2025-05-07,bangalore,branch3,Mutual Fund
T3805,83727,7964.16,success,2025-05-07,bangalore,branch3,Insurance
T3806,83579,7355.58,failed,2025-05-02,bangalore,branch3,Insurance
T3807,97667,3693.02,failed,2025-05-04,bangalore,branch3,Insurance
T3808,56429,4310.9,success,2025-05-06,bangalore,branch3,Loan
T3809,11579,3180.45,failed,2025-05-02,bangalore,branch3,Mutual Fund
T3810,53182,2159.41,success,2025-05-07,bangalore,branch3,Savings
T3811,95110,2732.36,failed,2025-05-02,bangalore,branch3,Insurance
T3812,93468,6602.56,failed,2025-05-06,bangalore,branch3,Loan
T3813,10405,9359.48,success,2025-05-01,bangalore,branch3,Savings
T3814,78362,2345.58,failed,2025-05-07,bangalore,branch3,Insurance
T3815,68277,9986.45,failed,2025-05-03,bangalore,branch3,Savings
T3816,11522,2098.41,failed,2025-05-06,bangalore,branch3,Mutual Fund
T3817,11690,6387.61,failed,2025-05-03,bangalore,branch3,Insurance
T3818,81144,1310.3,success,2025-05-07,bangalore,branch3,Loan
T3819,66547,2569.98,success,2025-05-01,bangalore,branch3,Loan
T3820,37512,179.47,success,2025-05-04,bangalore,branch3,Mutual Fund
T3821,33993,6570.1,failed,2025-05-03,bangalore,branch3,Mutual Fund
T3822,44391,8016.74,failed,2025-05-04,bangalore,branch3,Mutual Fund
T3823,36241,3765.97,failed,2025-05-03,bangalore,branch3,Savings
T3824,61364,3489.53,failed,2025-05-01,bangalore,branch3,Insurance
T3825,25244,1146.55,success,2025-05-04,bangalore,branch3,Mutual Fund
T3826,48531,3694.28,failed,2025-05-02,bangalore,branch3,Loan
T3827,16118,3490.22,success,2025-05-02,bangalore,branch3,Insurance
T3828,64991,9579.38,failed,2025-05-03,bangalore,branch3,Mutual Fund
T3829,41486,4013.83,success,2025-05-04,bangalore,branch3,Loan
T3830,88986,5906.76,failed,2025-05-02,bangalore,branch3,Savings
T3831,52365,6220.94,success,2025-05-04,bangalore,branch3,Mutual Fund
T3832,33130,5093.86,failed,2025-05-07,bangalore,branch3,Insurance
T3833,16019,9520.01,failed,2025-05-07,bangalore,branch3,Loan
T3834,83102,7228.87,success,2025-05-01,bangalore,branch3,Loan
T3835,59478,7634.52,failed,2025-05-02,bangalore,branch3,Mutual Fund
T3836,78728,7410.3,success,2025-05-02,bangalore,branch3,Loan
T3837,17912,5821.59,failed,2025-05-07,bangalore,branch3,Savings
T3838,45800,8264.82,success,2025-05-06,bangalore,branch3,Mutual Fund
T3839,73153,4503.97,failed,2025-05-01,bangalore,branch3,Insurance
T3840,69864,9725.92,success,2025-05-02,bangalore,branch3,Savings
T3841,85923,2655.55,failed,2025-05-04,bangalore,branch3,Savings
T3842,77574,4444.04,failed,2025-05-05,bangalore,branch3,Insurance
T3843,88891,1604.02,failed,2025-05-04,bangalore,branch3,Mutual Fund
T3844,52696,1186.35,failed,2025-05-03,bangalore,branch3,Loan
T3845,95729,6269.0,failed,2025-05-02,bangalore,branch3,Insurance
T3846,78636,1625.67,success,2025-05-02,bangalore,branch3,Insurance
T3847,38181,2769.36,success,2025-05-04,bangalore,branch3,Savings
T3848,23589,6573.32,failed,2025-05-01,bangalore,branch3,Insurance
T3849,32937,8280.45,success,2025-05-02,bangalore,branch3,Loan
T3850,10452,7902.92,failed,2025-05-06,bangalore,branch3,Mutual Fund
T3851,62435,9355.58,failed,2025-05-03,bangalore,branch3,Mutual Fund
T3852,28969,3032.82,success,2025-05-04,bangalore,branch3,Savings
T3853,89825,2770.01,failed,2025-05-07,bangalore,branch3,Loan
T3854,92094,5276.33,success,2025-05-06,bangalore,branch3,Mutual Fund
T3855,80067,6597.57,failed,2025-05-03,bangalore,branch3,Insurance
T3856,46845,3189.67,success,2025-05-06,bangalore,branch3,Mutual Fund
T3857,71742,6254.77,failed,2025-05-03,bangalore,branch3,Insurance
T3858,78573,5959.54,failed,2025-05-06,bangalore,branch3,Mutual Fund
T3859,58530,7969.22,failed,2025-05-04,bangalore,branch3,Savings
T3860,10011,9907.87,failed,2025-05-03,bangalore,branch3,Savings
T3861,49969,4117.02,success,2025-05-06,bangalore,branch3,Insurance
T3862,49227,8227.94,success,2025-05-02,bangalore,branch3,Savings
T3863,88294,2694.83,success,2025-05-05,bangalore,branch3,Savings
T3864,24418,5704.4,success,2025-05-01,bangalore,branch3,Insurance
T3865,54260,5659.57,success,2025-05-02,bangalore,branch3,Loan
T3866,81158,8920.32,failed,2025-05-07,bangalore,branch3,Mutual Fund
T3867,87482,9929.78,success,2025-05-06,bangalore,branch3,Mutual Fund
T3868,28221,1842.61,success,2025-05-01,bangalore,branch3,Savings
T3869,15947,6902.45,success,2025-05-04,bangalore,branch3,Mutual Fund
T3870,62810,969.8,failed,2025-05-04,bangalore,branch3,Insurance
T3871,83551,6702.29,success,2025-05-04,bangalore,branch3,Loan
T3872,68291,4982.27,success,2025-05-02,bangalore,branch3,Savings
T3873,75823,5986.43,success,2025-05-04,bangalore,branch3,Mutual Fund
T3874,19548,4495.89,success,2025-05-02,bangalore,branch3,Insurance
T3875,40305,3579.99,success,2025-05-02,bangalore,branch3,Mutual Fund
T3876,98412,6121.05,failed,2025-05-03,bangalore,branch3,Insurance
T3877,95703,1495.1,success,2025-05-04,bangalore,branch3,Savings
T3878,53857,1842.89,failed,2025-05-01,bangalore,branch3,Loan
T3879,14501,8945.05,failed,2025-05-06,bangalore,branch3,Loan
T3880,48142,4303.4,success,2025-05-07,bangalore,branch3,Loan
T3881,24025,4061.03,success,2025-05-04,bangalore,branch3,Mutual Fund
T3882,67806,3173.55,success,2025-05-02,bangalore,branch3,Mutual Fund
T3883,56587,2071.99,failed,2025-05-01,bangalore,branch3,Savings
T3884,19274,3928.56,success,2025-05-05,bangalore,branch3,Mutual Fund
T3885,62915,6556.17,success,2025-05-02,bangalore,branch3,Insurance
T3886,43443,312.94,success,2025-05-04,bangalore,branch3,Insurance
T3887,80398,2415.66,success,2025-05-06,bangalore,branch3,Loan
T3888,77820,9398.96,failed,2025-05-05,bangalore,branch3,Loan
T3889,28438,6371.1,failed,2025-05-04,bangalore,branch3,Loan
T3890,85499,8128.53,failed,2025-05-01,bangalore,branch3,Loan
T3891,93834,5237.44,success,2025-05-05,bangalore,branch3,Loan
T3892,91909,639.62,failed,2025-05-01,bangalore,branch3,Savings
T3893,42274,2266.82,success,2025-05-02,bangalore,branch3,Insurance
T3894,24314,6689.36,success,2025-05-04,bangalore,branch3,Mutual Fund
T3895,97063,4599.72,success,2025-05-01,bangalore,branch3,Insurance
T3896,41308,9817.44,success,2025-05-04,bangalore,branch3,Savings
T3897,63085,4777.78,failed,2025-05-05,bangalore,branch3,Mutual Fund
T3898,54917,8834.73,success,2025-05-07,bangalore,branch3,Loan
T3899,34414,9441.42,success,2025-05-02,bangalore,branch3,Insurance
T3900,59723,6485.97,failed,2025-05-02,bangalore,branch3,Mutual Fund
T3901,18951,109.15,failed,2025-05-04,bangalore,branch3,Savings
T3902,66360,3339.44,failed,2025-05-04,bangalore,branch3,Savings
T3903,86922,8879.39,success,2025-05-05,bangalore,branch3,Savings
T3904,60566,585.55,failed,2025-05-03,bangalore,branch3,Insurance
T3905,88876,1611.32,failed,2025-05-03,bangalore,branch3,Insurance
T3906,40545,2400.35,success,2025-05-02,bangalore,branch3,Savings
T3907,33386,9838.71,failed,2025-05-01,bangalore,branch3,Insurance
T3908,93688,6589.67,failed,2025-05-07,bangalore,branch3,Insurance
T3909,10082,4733.17,success,2025-05-04,bangalore,branch3,Savings
T3910,85407,9498.16,success,2025-05-07,bangalore,branch3,Savings
T3911,29896,6986.58,failed,2025-05-04,bangalore,branch3,Loan
T3912,25940,3985.1,success,2025-05-07,bangalore,branch3,Mutual Fund
T3913,52098,9349.41,success,2025-05-05,bangalore,branch3,Savings
T3914,88724,6350.77,success,2025-05-01,bangalore,branch3,Loan
