txn_id,account_no,amount,status,date,city,branch_name,product
T5800,77065,2946.6,success,2025-05-06,hyderabad,branch3,Savings
T5801,88459,613.08,failed,2025-05-05,hyderabad,branch3,Insurance
T5802,11771,1834.52,failed,2025-05-06,hyderabad,branch3,Savings
T5803,96136,1408.1,failed,2025-05-03,hyderabad,branch3,Savings
T5804,96431,8024.99,success,2025-05-07,hyderabad,branch3,Loan
T5805,82761,6744.42,failed,2025-05-01,hyderabad,branch3,Mutual Fund
T5806,67509,1441.11,failed,2025-05-01,hyderabad,branch3,Mutual Fund
T5807,31633,6498.42,success,2025-05-03,hyderabad,branch3,Insurance
T5808,67816,4386.17,failed,2025-05-06,hyderabad,branch3,Loan
T5809,77642,3941.82,failed,2025-05-02,hyderabad,branch3,Savings
T5810,70071,6170.26,failed,2025-05-02,hyderabad,branch3,Loan
T5811,49627,5156.37,failed,2025-05-06,hyderabad,branch3,Loan
T5812,21054,6774.88,failed,2025-05-04,hyderabad,branch3,Mutual Fund
T5813,19908,8005.7,success,2025-05-05,hyderabad,branch3,Loan
T5814,26021,995.6,failed,2025-05-06,hyderabad,branch3,Mutual Fund
T5815,75278,4607.63,success,2025-05-01,hyderabad,branch3,Savings
T5816,22099,5947.15,success,2025-05-03,hyderabad,branch3,Loan
T5817,65674,9765.25,success,2025-05-07,hyderabad,branch3,Insurance
T5818,82140,5048.01,success,2025-05-01,hyderabad,branch3,Insurance
T5819,86511,9503.95,success,2025-05-03,hyderabad,branch3,Insurance
T5820,39192,1629.53,success,2025-05-03,hyderabad,branch3,Mutual Fund
T5821,29624,1499.62,failed,2025-05-06,hyderabad,branch3,Insurance
T5822,27996,4013.77,failed,2025-05-06,hyderabad,branch3,Loan
T5823,91581,4040.29,failed,2025-05-03,hyderabad,branch3,Insurance
T5824,79644,999.09,failed,2025-05-05,hyderabad,branch3,Insurance
T5825,52526,4746.54,failed,2025-05-06,hyderabad,branch3,Savings
T5826,62152,8855.94,success,2025-05-06,hyderabad,branch3,Insurance
T5827,63647,3583.04,success,2025-05-07,hyderabad,branch3,Loan
T5828,10297,7786.0,failed,2025-05-02,hyderabad,branch3,Mutual Fund
T5829,68646,2118.0,success,2025-05-04,hyderabad,branch3,Loan
T5830,45019,7024.51,failed,2025-05-01,hyderabad,branch3,Loan
T5831,74853,2419.38,failed,2025-05-01,hyderabad,branch3,Mutual Fund
T5832,31872,8452.08,failed,2025-05-06,hyderabad,branch3,Insurance
T5833,36564,9574.62,success,2025-05-04,hyderabad,branch3,Insurance
T5834,55360,7178.45,failed,2025-05-01,hyderabad,branch3,Mutual Fund
T5835,66305,4249.25,failed,2025-05-02,hyderabad,branch3,Savings
T5836,55641,1034.28,success,2025-05-06,hyderabad,branch3,Insurance
T5837,49544,8123.41,failed,2025-05-07,hyderabad,branch3,Insurance
T5838,96254,8447.36,success,2025-05-02,hyderabad,branch3,Savings
T5839,66270,5703.14,success,2025-05-05,hyderabad,branch3,Loan
T5840,39344,9683.25,success,2025-05-01,hyderabad,branch3,Loan
T5841,12527,4750.88,success,2025-05-03,hyderabad,branch3,Insurance
T5842,71603,6672.52,failed,2025-05-05,hyderabad,branch3,Insurance
T5843,26763,8209.45,success,2025-05-03,hyderabad,branch3,Savings
T5844,44444,5813.59,success,2025-05-03,hyderabad,branch3,Savings
T5845,25770,1480.18,failed,2025-05-06,hyderabad,branch3,Insurance
T5846,31601,335.91,success,2025-05-07,hyderabad,branch3,Insurance
T5847,36070,5462.45,success,2025-05-06,hyderabad,branch3,Mutual Fund
T5848,62581,5581.23,success,2025-05-06,hyderabad,branch3,Loan
T5849,29440,2168.42,success,2025-05-07,hyderabad,branch3,Savings
T5850,28859,4465.85,failed,2025-05-07,hyderabad,branch3,Loan
T5851,41159,9905.57,failed,2025-05-01,hyderabad,branch3,Mutual Fund
T5852,54336,7176.67,success,2025-05-01,hyderabad,branch3,Loan
T5853,56051,834.01,success,2025-05-07,hyderabad,branch3,Mutual Fund
T5854,45952,483.74,success,2025-05-03,hyderabad,branch3,Mutual Fund
T5855,75775,9381.4,success,2025-05-05,hyderabad,branch3,Insurance
T5856,44549,6564.49,failed,2025-05-04,hyderabad,branch3,Loan
T5857,69111,4799.05,success,2025-05-04,hyderabad,branch3,Insurance
T5858,66382,7840.0,success,2025-05-06,hyderabad,branch3,Mutual Fund
T5859,86011,8852.34,success,2025-05-05,hyderabad,branch3,Mutual Fund
T5860,48696,7723.01,failed,2025-05-07,hyderabad,branch3,Mutual Fund
T5861,41066,5885.41,success,2025-05-05,hyderabad,branch3,Insurance
T5862,17633,5387.09,success,2025-05-01,hyderabad,branch3,Insurance
T5863,52251,1895.77,failed,2025-05-01,hyderabad,branch3,Insurance
T5864,32260,4179.82,failed,2025-05-03,hyderabad,branch3,Loan
T5865,50664,9203.86,failed,2025-05-07,hyderabad,branch3,Savings
T5866,73967,4924.28,failed,2025-05-05,hyderabad,branch3,Mutual Fund
T5867,53322,6436.13,failed,2025-05-03,hyderabad,branch3,Loan
T5868,78020,3346.27,failed,2025-05-01,hyderabad,branch3,Insurance
T5869,37526,3651.55,failed,2025-05-04,hyderabad,branch3,Loan
