txn_id,account_no,amount,status,date,city,branch_name,product
T6200,43619,6985.15,success,2025-05-06,hyderabad,branch4,Savings
T6201,32865,1332.76,success,2025-05-01,hyderabad,branch4,Loan
T6202,90215,8773.61,failed,2025-05-05,hyderabad,branch4,Loan
T6203,65163,9624.73,failed,2025-05-02,hyderabad,branch4,Loan
T6204,57777,5700.36,failed,2025-05-06,hyderabad,branch4,Mutual Fund
T6205,30249,524.41,success,2025-05-02,hyderabad,branch4,Savings
T6206,60360,3895.45,success,2025-05-03,hyderabad,branch4,Mutual Fund
T6207,66746,6332.44,success,2025-05-02,hyderabad,branch4,Insurance
T6208,75340,9584.07,success,2025-05-06,hyderabad,branch4,Savings
T6209,25363,2412.45,success,2025-05-03,hyderabad,branch4,Loan
T6210,22718,4202.15,success,2025-05-05,hyderabad,branch4,Savings
T6211,77758,5921.51,success,2025-05-04,hyderabad,branch4,Mutual Fund
T6212,41347,8692.29,failed,2025-05-03,hyderabad,branch4,Mutual Fund
T6213,99634,8592.28,success,2025-05-02,hyderabad,branch4,Savings
T6214,42247,3952.91,failed,2025-05-01,hyderabad,branch4,Savings
T6215,64396,9595.13,success,2025-05-02,hyderabad,branch4,Savings
T6216,71665,9499.76,success,2025-05-07,hyderabad,branch4,Savings
T6217,74120,877.23,success,2025-05-02,hyderabad,branch4,Savings
T6218,14815,3969.73,success,2025-05-07,hyderabad,branch4,Savings
T6219,36373,2101.25,success,2025-05-02,hyderabad,branch4,Mutual Fund
T6220,60482,5655.55,success,2025-05-04,hyderabad,branch4,Mutual Fund
T6221,87869,4555.13,success,2025-05-05,hyderabad,branch4,Insurance
T6222,47411,8821.81,success,2025-05-05,hyderabad,branch4,Loan
T6223,59573,7452.49,failed,2025-05-01,hyderabad,branch4,Savings
T6224,50733,2293.56,success,2025-05-07,hyderabad,branch4,Loan
T6225,77062,7986.73,failed,2025-05-03,hyderabad,branch4,Mutual Fund
T6226,72828,3938.96,success,2025-05-02,hyderabad,branch4,Mutual Fund
T6227,83826,5140.84,failed,2025-05-02,hyderabad,branch4,Insurance
T6228,39322,3660.12,success,2025-05-05,hyderabad,branch4,Insurance
