txn_id,account_no,amount,status,date,city,branch_name,product
T3400,65133,3492.05,failed,2025-05-06,bangalore,branch2,Loan
T3401,44219,5017.37,failed,2025-05-03,bangalore,branch2,Loan
T3402,73006,8487.3,success,2025-05-03,bangalore,branch2,Mutual Fund
T3403,16590,8534.4,success,2025-05-07,bangalore,branch2,Savings
T3404,20123,3276.03,failed,2025-05-03,bangalore,branch2,Mutual Fund
T3405,62967,9625.87,failed,2025-05-06,bangalore,branch2,Insurance
T3406,56894,5208.41,success,2025-05-05,bangalore,branch2,Insurance
T3407,56488,2167.73,success,2025-05-05,bangalore,branch2,Loan
T3408,22549,1860.76,success,2025-05-07,bangalore,branch2,Mutual Fund
T3409,68773,9556.83,failed,2025-05-04,bangalore,branch2,Mutual Fund
T3410,67063,3784.06,failed,2025-05-07,bangalore,branch2,Insurance
T3411,75136,6527.3,success,2025-05-05,bangalore,branch2,Mutual Fund
T3412,87821,4349.23,success,2025-05-01,bangalore,branch2,Loan
T3413,84771,6640.38,success,2025-05-07,bangalore,branch2,Insurance
T3414,59901,1394.42,failed,2025-05-02,bangalore,branch2,Insurance
T3415,45337,9106.02,success,2025-05-01,bangalore,branch2,Insurance
T3416,76351,8455.21,success,2025-05-07,bangalore,branch2,Savings
T3417,60152,8758.61,success,2025-05-03,bangalore,branch2,Loan
T3418,16490,2082.13,success,2025-05-05,bangalore,branch2,Mutual Fund
T3419,76230,4595.29,failed,2025-05-04,bangalore,branch2,Savings
T3420,14804,6183.64,failed,2025-05-01,bangalore,branch2,Savings
T3421,97502,847.44,success,2025-05-02,bangalore,branch2,Mutual Fund
T3422,89385,8945.91,failed,2025-05-01,bangalore,branch2,Insurance
T3423,17059,2143.24,failed,2025-05-05,bangalore,branch2,Loan
T3424,96660,8713.26,success,2025-05-07,bangalore,branch2,Savings
T3425,91834,4451.4,success,2025-05-04,bangalore,branch2,Loan
T3426,59332,9491.85,success,2025-05-03,bangalore,branch2,Savings
T3427,95392,9046.31,failed,2025-05-07,bangalore,branch2,Loan
T3428,24001,6914.08,failed,2025-05-05,bangalore,branch2,Loan
T3429,98992,3984.79,success,2025-05-03,bangalore,branch2,Insurance
T3430,84245,8202.17,failed,2025-05-01,bangalore,branch2,Mutual Fund
T3431,46411,7235.16,success,2025-05-05,bangalore,branch2,Loan
T3432,53577,5408.66,failed,2025-05-06,bangalore,branch2,Loan
T3433,54087,6829.29,success,2025-05-06,bangalore,branch2,Loan
T3434,67089,9056.91,failed,2025-05-05,bangalore,branch2,Insurance
T3435,63979,6831.47,success,2025-05-02,bangalore,branch2,Mutual Fund
T3436,69886,5736.99,success,2025-05-04,bangalore,branch2,Insurance
T3437,58044,177.1,success,2025-05-03,bangalore,branch2,Loan
T3438,59199,6944.49,failed,2025-05-02,bangalore,branch2,Savings
T3439,57618,2386.43,failed,2025-05-04,bangalore,branch2,Savings
T3440,61873,2302.01,failed,2025-05-05,bangalore,branch2,Savings
T3441,12866,2136.9,success,2025-05-05,bangalore,branch2,Loan
T3442,19522,5225.32,success,2025-05-06,bangalore,branch2,Loan
T3443,25615,3833.88,failed,2025-05-03,bangalore,branch2,Mutual Fund
T3444,16572,6606.06,failed,2025-05-07,bangalore,branch2,Loan
T3445,47232,6932.79,failed,2025-05-05,bangalore,branch2,Loan
T3446,62760,463.27,failed,2025-05-02,bangalore,branch2,Savings
T3447,66233,1308.85,success,2025-05-03,bangalore,branch2,Savings
T3448,83130,6127.28,success,2025-05-07,bangalore,branch2,Insurance
T3449,16288,5142.9,success,2025-05-06,bangalore,branch2,Savings
T3450,77018,9131.21,success,2025-05-06,bangalore,branch2,Loan
T3451,73705,5623.97,failed,2025-05-06,bangalore,branch2,Insurance
T3452,50549,7755.19,failed,2025-05-05,bangalore,branch2,Loan
T3453,89196,5660.89,failed,2025-05-06,bangalore,branch2,Savings
T3454,85289,528.7,success,2025-05-06,bangalore,branch2,Savings
T3455,38672,6183.44,success,2025-05-06,bangalore,branch2,Insurance
T3456,88717,1793.64,failed,2025-05-05,bangalore,branch2,Mutual Fund
T3457,10960,5275.9,failed,2025-05-03,bangalore,branch2,Savings
T3458,10199,7684.04,success,2025-05-06,bangalore,branch2,Insurance
T3459,28442,5178.46,success,2025-05-06,bangalore,branch2,Mutual Fund
T3460,31019,5173.38,failed,2025-05-03,bangalore,branch2,Savings
T3461,32749,9088.36,success,2025-05-04,bangalore,branch2,Mutual Fund
T3462,99068,9577.49,success,2025-05-03,bangalore,branch2,Mutual Fund
T3463,99595,3989.26,failed,2025-05-07,bangalore,branch2,Insurance
T3464,22968,3838.81,success,2025-05-02,bangalore,branch2,Savings
T3465,32594,3769.83,success,2025-05-04,bangalore,branch2,Insurance
T3466,52878,9320.25,success,2025-05-05,bangalore,branch2,Savings
T3467,73272,9815.02,failed,2025-05-05,bangalore,branch2,Savings
T3468,67064,955.71,success,2025-05-07,bangalore,branch2,Mutual Fund
T3469,29095,3826.59,success,2025-05-06,bangalore,branch2,Mutual Fund
T3470,12779,7705.76,failed,2025-05-05,bangalore,branch2,Insurance
T3471,58034,5289.0,failed,2025-05-01,bangalore,branch2,Mutual Fund
T3472,86453,3001.39,success,2025-05-02,bangalore,branch2,Mutual Fund
T3473,37426,6397.78,success,2025-05-07,bangalore,branch2,Mutual Fund
T3474,30463,3256.73,failed,2025-05-02,bangalore,branch2,Insurance
T3475,57826,4516.12,failed,2025-05-02,bangalore,branch2,Loan
T3476,89304,4063.73,success,2025-05-07,bangalore,branch2,Savings
T3477,56936,6627.75,failed,2025-05-07,bangalore,branch2,Savings
T3478,10567,2303.76,failed,2025-05-07,bangalore,branch2,Insurance
T3479,14150,2514.24,failed,2025-05-04,bangalore,branch2,Savings
T3480,23894,8279.9,failed,2025-05-06,bangalore,branch2,Loan
T3481,17748,6923.53,failed,2025-05-04,bangalore,branch2,Mutual Fund
T3482,94132,2553.52,failed,2025-05-01,bangalore,branch2,Insurance
T3483,16519,5095.19,failed,2025-05-01,bangalore,branch2,Savings
T3484,66692,7729.14,failed,2025-05-01,bangalore,branch2,Mutual Fund
T3485,64199,7470.96,success,2025-05-05,bangalore,branch2,Insurance
T3486,67535,7425.39,failed,2025-05-03,bangalore,branch2,Savings
T3487,43576,9430.01,success,2025-05-03,bangalore,branch2,Insurance
T3488,54383,1931.6,success,2025-05-04,bangalore,branch2,Loan
T3489,89703,2898.27,failed,2025-05-02,bangalore,branch2,Mutual Fund
T3490,43461,2504.33,success,2025-05-04,bangalore,branch2,Loan
T3491,50104,4105.17,failed,2025-05-03,bangalore,branch2,Insurance
T3492,26665,3345.06,failed,2025-05-06,bangalore,branch2,Loan
T3493,67567,7900.34,failed,2025-05-06,bangalore,branch2,Insurance
T3494,67946,3404.37,failed,2025-05-05,bangalore,branch2,Mutual Fund
T3495,53731,2632.38,success,2025-05-03,bangalore,branch2,Mutual Fund
T3496,69329,2297.72,failed,2025-05-01,bangalore,branch2,Savings
T3497,66801,7536.29,success,2025-05-05,bangalore,branch2,Savings
T3498,52739,3290.38,success,2025-05-04,bangalore,branch2,Savings
T3499,56482,7553.65,failed,2025-05-01,bangalore,branch2,Loan
T3500,20015,1209.44,success,2025-05-05,bangalore,branch2,Savings
T3501,43134,1994.28,success,2025-05-03,bangalore,branch2,Savings
T3502,59309,1249.71,failed,2025-05-01,bangalore,branch2,Loan
T3503,49057,8544.44,success,2025-05-04,bangalore,branch2,Insurance
T3504,18370,764.87,success,2025-05-03,bangalore,branch2,Savings
T3505,26271,3268.67,failed,2025-05-05,bangalore,branch2,Insurance
T3506,15679,1796.7,failed,2025-05-07,bangalore,branch2,Savings
T3507,39135,9305.23,failed,2025-05-06,bangalore,branch2,Loan
T3508,80630,3929.04,success,2025-05-03,bangalore,branch2,Savings
T3509,83457,3856.23,failed,2025-05-04,bangalore,branch2,Loan
T3510,72901,4307.65,success,2025-05-06,bangalore,branch2,Mutual Fund
T3511,46489,1589.53,failed,2025-05-06,bangalore,branch2,Loan
T3512,53959,3267.45,failed,2025-05-02,bangalore,branch2,Insurance
T3513,62875,7046.63,success,2025-05-01,bangalore,branch2,Mutual Fund
T3514,88470,9404.23,failed,2025-05-04,bangalore,branch2,Savings
T3515,14236,1853.93,failed,2025-05-06,bangalore,branch2,Loan
T3516,97256,4528.35,failed,2025-05-04,bangalore,branch2,Mutual Fund
T3517,77377,482.16,success,2025-05-06,bangalore,branch2,Insurance
T3518,85856,5660.15,success,2025-05-04,bangalore,branch2,Mutual Fund
T3519,95870,7259.32,failed,2025-05-04,bangalore,branch2,Insurance
T3520,93701,6136.07,success,2025-05-03,bangalore,branch2,Insurance
T3521,78610,4536.06,failed,2025-05-05,bangalore,branch2,Savings
T3522,91348,6292.99,success,2025-05-02,bangalore,branch2,Insurance
T3523,33978,4682.28,failed,2025-05-02,bangalore,branch2,Mutual Fund
T3524,10355,2193.1,failed,2025-05-02,bangalore,branch2,Insurance
T3525,99648,9223.99,failed,2025-05-04,bangalore,branch2,Insurance
T3526,66098,3004.86,success,2025-05-05,bangalore,branch2,Insurance
T3527,26525,6157.46,success,2025-05-05,bangalore,branch2,Mutual Fund
T3528,41813,6740.18,failed,2025-05-07,bangalore,branch2,Savings
T3529,29531,5100.34,failed,2025-05-07,bangalore,branch2,Mutual Fund
T3530,37548,5607.39,failed,2025-05-06,bangalore,branch2,Mutual Fund
T3531,75254,5477.18,success,2025-05-01,bangalore,branch2,Savings
T3532,70584,243.37,failed,2025-05-06,bangalore,branch2,Savings
T3533,13717,2263.23,success,2025-05-01,bangalore,branch2,Savings
T3534,81034,6156.21,success,2025-05-02,bangalore,branch2,Insurance
T3535,29303,2153.88,failed,2025-05-04,bangalore,branch2,Savings
T3536,37372,8882.46,failed,2025-05-02,bangalore,branch2,Loan
T3537,39247,8824.47,failed,2025-05-05,bangalore,branch2,Insurance
