txn_id,account_no,amount,status,date,city,branch_name,product
T4200,33432,9286.91,failed,2025-05-07,bangalore,branch4,Mutual Fund
T4201,72976,648.09,failed,2025-05-05,bangalore,branch4,Savings
T4202,70406,9225.05,failed,2025-05-05,bangalore,branch4,Insurance
T4203,69732,7418.86,failed,2025-05-05,bangalore,branch4,Mutual Fund
T4204,17299,3809.38,success,2025-05-01,bangalore,branch4,Savings
T4205,12710,5197.92,success,2025-05-03,bangalore,branch4,Insurance
T4206,54133,1041.74,failed,2025-05-01,bangalore,branch4,Insurance
T4207,17432,5060.63,success,2025-05-03,bangalore,branch4,Loan
T4208,41683,3945.39,success,2025-05-03,bangalore,branch4,Mutual Fund
T4209,13177,601.02,success,2025-05-06,bangalore,branch4,Insurance
T4210,84547,7113.78,failed,2025-05-04,bangalore,branch4,Loan
T4211,15718,2440.7,failed,2025-05-06,bangalore,branch4,Insurance
T4212,24769,1198.24,success,2025-05-02,bangalore,branch4,Insurance
T4213,35133,2912.85,failed,2025-05-05,bangalore,branch4,Loan
T4214,28230,8622.32,success,2025-05-04,bangalore,branch4,Insurance
T4215,53196,8918.93,success,2025-05-03,bangalore,branch4,Mutual Fund
T4216,59395,4216.35,success,2025-05-05,bangalore,branch4,Mutual Fund
T4217,48259,297.79,failed,2025-05-05,bangalore,branch4,Mutual Fund
T4218,30662,5127.92,failed,2025-05-06,bangalore,branch4,Savings
T4219,54333,3329.73,success,2025-05-01,bangalore,branch4,Loan
T4220,37194,1895.96,success,2025-05-03,bangalore,branch4,Insurance
T4221,44464,5224.32,failed,2025-05-04,bangalore,branch4,Mutual Fund
T4222,89781,5865.12,failed,2025-05-03,bangalore,branch4,Mutual Fund
T4223,83859,8841.09,failed,2025-05-07,bangalore,branch4,Savings
T4224,41192,9636.08,success,2025-05-02,bangalore,branch4,Loan
T4225,72400,6240.67,success,2025-05-01,bangalore,branch4,Loan
T4226,57053,8944.29,failed,2025-05-07,bangalore,branch4,Mutual Fund
T4227,62125,4181.36,success,2025-05-06,bangalore,branch4,Insurance
T4228,43665,601.42,failed,2025-05-07,bangalore,branch4,Loan
T4229,75089,8072.56,failed,2025-05-07,bangalore,branch4,Savings
T4230,55028,7230.4,success,2025-05-04,bangalore,branch4,Loan
T4231,79809,6239.53,success,2025-05-07,bangalore,branch4,Mutual Fund
T4232,91950,2862.82,failed,2025-05-01,bangalore,branch4,Mutual Fund
T4233,11659,6968.56,failed,2025-05-06,bangalore,branch4,Insurance
T4234,92673,2996.13,failed,2025-05-06,bangalore,branch4,Savings
T4235,25212,9818.0,failed,2025-05-05,bangalore,branch4,Savings
T4236,30873,3157.59,success,2025-05-02,bangalore,branch4,Mutual Fund
T4237,34034,4814.42,success,2025-05-04,bangalore,branch4,Savings
T4238,37170,3888.97,failed,2025-05-04,bangalore,branch4,Insurance
T4239,54914,4988.88,failed,2025-05-03,bangalore,branch4,Savings
T4240,58440,2553.87,failed,2025-05-01,bangalore,branch4,Mutual Fund
T4241,21246,6269.18,success,2025-05-05,bangalore,branch4,Loan
