txn_id,account_no,amount,status,date,city,branch_name,product
T2600,22961,5109.03,failed,2025-05-03,chennai,branch5,Mutual Fund
T2601,80869,1011.75,success,2025-05-02,chennai,branch5,Savings
T2602,74593,5075.94,failed,2025-05-06,chennai,branch5,Loan
T2603,74495,5515.99,success,2025-05-04,chennai,branch5,Savings
T2604,93445,1471.99,failed,2025-05-05,chennai,branch5,Savings
T2605,39791,5645.22,failed,2025-05-01,chennai,branch5,Mutual Fund
T2606,36826,4647.68,failed,2025-05-05,chennai,branch5,Loan
T2607,73439,3639.06,failed,2025-05-03,chennai,branch5,Loan
T2608,14286,3432.73,success,2025-05-03,chennai,branch5,Mutual Fund
T2609,41077,8682.86,failed,2025-05-06,chennai,branch5,Loan
T2610,55686,1980.24,failed,2025-05-01,chennai,branch5,Mutual Fund
T2611,17249,2584.93,failed,2025-05-02,chennai,branch5,Loan
T2612,65505,5697.21,success,2025-05-07,chennai,branch5,Mutual Fund
T2613,39284,6051.89,success,2025-05-06,chennai,branch5,Savings
T2614,46463,6181.95,failed,2025-05-04,chennai,branch5,Mutual Fund
T2615,41474,9487.9,success,2025-05-07,chennai,branch5,Mutual Fund
T2616,12404,9210.1,success,2025-05-01,chennai,branch5,Savings
T2617,83739,7933.08,failed,2025-05-03,chennai,branch5,Loan
T2618,66164,4775.34,success,2025-05-02,chennai,branch5,Loan
T2619,19261,5214.25,failed,2025-05-01,chennai,branch5,Mutual Fund
T2620,89545,9882.27,failed,2025-05-04,chennai,branch5,Savings
T2621,52101,9738.29,success,2025-05-03,chennai,branch5,Insurance
T2622,39649,9657.93,success,2025-05-03,chennai,branch5,Insurance
T2623,43242,2360.98,success,2025-05-07,chennai,branch5,Insurance
T2624,46086,7056.94,failed,2025-05-02,chennai,branch5,Loan
T2625,48486,6747.08,success,2025-05-03,chennai,branch5,Mutual Fund
T2626,88321,2672.54,success,2025-05-06,chennai,branch5,Mutual Fund
T2627,32258,6024.22,success,2025-05-03,chennai,branch5,Savings
T2628,71053,5206.32,success,2025-05-07,chennai,branch5,Savings
T2629,32396,6204.89,success,2025-05-03,chennai,branch5,Mutual Fund
T2630,79823,3790.17,success,2025-05-07,chennai,branch5,Mutual Fund
T2631,72126,8453.38,failed,2025-05-02,chennai,branch5,Savings
T2632,92596,8373.28,failed,2025-05-02,chennai,branch5,Loan
T2633,67325,1886.27,failed,2025-05-03,chennai,branch5,Loan
T2634,93049,7756.47,failed,2025-05-07,chennai,branch5,Insurance
T2635,61912,4161.71,failed,2025-05-07,chennai,branch5,Insurance
T2636,66461,8546.41,success,2025-05-02,chennai,branch5,Insurance
T2637,79148,6897.85,failed,2025-05-02,chennai,branch5,Insurance
T2638,56639,8495.18,success,2025-05-05,chennai,branch5,Savings
T2639,31360,1719.54,failed,2025-05-07,chennai,branch5,Mutual Fund
T2640,66949,6218.88,success,2025-05-02,chennai,branch5,Insurance
T2641,93956,5323.2,success,2025-05-07,chennai,branch5,Insurance
T2642,22921,1154.14,success,2025-05-01,chennai,branch5,Loan
T2643,94712,2967.65,failed,2025-05-05,chennai,branch5,Insurance
T2644,74917,8183.19,success,2025-05-01,chennai,branch5,Loan
T2645,39505,7146.55,success,2025-05-01,chennai,branch5,Savings
T2646,43991,2595.99,failed,2025-05-04,chennai,branch5,Loan
T2647,27217,5076.6,success,2025-05-01,chennai,branch5,Mutual Fund
T2648,56666,9095.62,failed,2025-05-04,chennai,branch5,Mutual Fund
T2649,39161,9456.56,success,2025-05-07,chennai,branch5,Mutual Fund
T2650,76358,8196.67,success,2025-05-07,chennai,branch5,Loan
T2651,62666,8226.06,success,2025-05-05,chennai,branch5,Loan
