txn_id,account_no,amount,status,date,city,branch_name,product
T1000,70525,9350.37,failed,2025-05-02,chennai,branch1,Mutual Fund
T1001,70895,8138.75,failed,2025-05-04,chennai,branch1,Mutual Fund
T1002,56766,3247.76,failed,2025-05-07,chennai,branch1,Mutual Fund
T1003,27860,6988.37,failed,2025-05-05,chennai,branch1,Savings
T1004,68535,2194.79,success,2025-05-02,chennai,branch1,Savings
T1005,24530,5264.75,failed,2025-05-06,chennai,branch1,Mutual Fund
T1006,46637,9010.75,success,2025-05-04,chennai,branch1,Mutual Fund
T1007,87661,4592.14,success,2025-05-06,chennai,branch1,Savings
T1008,34577,3608.25,success,2025-05-07,chennai,branch1,Savings
T1009,73852,6006.28,success,2025-05-06,chennai,branch1,Insurance
T1010,61860,1396.15,failed,2025-05-07,chennai,branch1,Loan
T1011,71750,1734.58,failed,2025-05-02,chennai,branch1,Insurance
T1012,94051,4837.03,success,2025-05-06,chennai,branch1,Savings
T1013,85888,5426.19,success,2025-05-05,chennai,branch1,Loan
T1014,91776,2283.35,success,2025-05-07,chennai,branch1,Mutual Fund
T1015,52754,466.43,failed,2025-05-05,chennai,branch1,Insurance
T1016,21095,4623.32,success,2025-05-05,chennai,branch1,Loan
T1017,27586,6639.03,success,2025-05-01,chennai,branch1,Mutual Fund
T1018,69488,6906.04,failed,2025-05-07,chennai,branch1,Loan
T1019,46480,6525.49,success,2025-05-07,chennai,branch1,Insurance
T1020,16506,5889.87,failed,2025-05-07,chennai,branch1,Insurance
T1021,64335,5454.64,failed,2025-05-02,chennai,branch1,Mutual Fund
T1022,94378,4258.32,failed,2025-05-01,chennai,branch1,Insurance
T1023,38568,9404.38,success,2025-05-04,chennai,branch1,Mutual Fund
T1024,78505,7208.83,success,2025-05-02,chennai,branch1,Mutual Fund
T1025,26320,6212.45,success,2025-05-04,chennai,branch1,Mutual Fund
T1026,57165,2140.68,success,2025-05-02,chennai,branch1,Savings
T1027,93523,7854.31,failed,2025-05-03,chennai,branch1,Loan
T1028,37169,1477.04,success,2025-05-01,chennai,branch1,Savings
T1029,73556,4685.49,success,2025-05-04,chennai,branch1,Insurance
T1030,92511,859.51,success,2025-05-01,chennai,branch1,Mutual Fund
T1031,79894,9216.29,failed,2025-05-07,chennai,branch1,Mutual Fund
T1032,89245,8644.66,success,2025-05-01,chennai,branch1,Mutual Fund
T1033,15108,3430.88,failed,2025-05-04,chennai,branch1,Mutual Fund
T1034,37645,9001.68,success,2025-05-03,chennai,branch1,Insurance
T1035,75183,8398.59,failed,2025-05-01,chennai,branch1,Loan
T1036,67525,8359.1,success,2025-05-03,chennai,branch1,Insurance
T1037,97981,2682.86,success,2025-05-01,chennai,branch1,Savings
T1038,53537,3175.08,failed,2025-05-01,chennai,branch1,Mutual Fund
T1039,37453,593.12,failed,2025-05-04,chennai,branch1,Insurance
T1040,81659,6938.75,success,2025-05-03,chennai,branch1,Savings
T1041,37880,7151.26,failed,2025-05-07,chennai,branch1,Insurance
T1042,49336,8375.22,success,2025-05-06,chennai,branch1,Loan
T1043,27609,2704.0,failed,2025-05-03,chennai,branch1,Mutual Fund
T1044,33584,718.9,success,2025-05-01,chennai,branch1,Mutual Fund
T1045,65740,5389.24,success,2025-05-03,chennai,branch1,Mutual Fund
T1046,23113,7999.21,failed,2025-05-02,chennai,branch1,Insurance
T1047,36003,8197.51,success,2025-05-03,chennai,branch1,Insurance
T1048,20837,2072.16,failed,2025-05-01,chennai,branch1,Savings
T1049,89209,928.42,failed,2025-05-06,chennai,branch1,Savings
T1050,46495,1631.46,failed,2025-05-01,chennai,branch1,Savings
T1051,71137,6126.65,failed,2025-05-07,chennai,branch1,Loan
T1052,24587,6595.38,failed,2025-05-02,chennai,branch1,Savings
T1053,17192,1290.61,success,2025-05-02,chennai,branch1,Mutual Fund
T1054,57685,8061.36,success,2025-05-02,chennai,branch1,Mutual Fund
T1055,27937,9510.25,failed,2025-05-03,chennai,branch1,Insurance
T1056,30889,1760.57,success,2025-05-04,chennai,branch1,Savings
T1057,57539,8726.23,success,2025-05-02,chennai,branch1,Loan
T1058,28700,8076.3,failed,2025-05-05,chennai,branch1,Savings
T1059,74819,7587.16,success,2025-05-02,chennai,branch1,Mutual Fund
T1060,49108,4964.89,success,2025-05-01,chennai,branch1,Loan
T1061,34850,2909.42,success,2025-05-06,chennai,branch1,Loan
T1062,65081,626.5,failed,2025-05-01,chennai,branch1,Mutual Fund
T1063,49773,9064.85,failed,2025-05-02,chennai,branch1,Mutual Fund
T1064,50159,4914.61,failed,2025-05-05,chennai,branch1,Mutual Fund
T1065,14050,3648.03,success,2025-05-04,chennai,branch1,Savings
T1066,84372,8098.73,success,2025-05-01,chennai,branch1,Savings
T1067,27175,4361.73,failed,2025-05-07,chennai,branch1,Mutual Fund
T1068,73859,6684.47,failed,2025-05-02,chennai,branch1,Savings
T1069,75470,6861.3,failed,2025-05-06,chennai,branch1,Savings
T1070,46595,9077.05,failed,2025-05-03,chennai,branch1,Mutual Fund
T1071,44192,4343.96,success,2025-05-04,chennai,branch1,Savings
T1072,62244,1152.98,success,2025-05-04,chennai,branch1,Insurance
T1073,38465,6193.57,success,2025-05-06,chennai,branch1,Insurance
T1074,70050,2611.5,failed,2025-05-02,chennai,branch1,Insurance
T1075,70992,4266.54,failed,2025-05-02,chennai,branch1,Insurance
T1076,12690,7669.46,failed,2025-05-02,chennai,branch1,Mutual Fund
T1077,27257,9521.67,failed,2025-05-07,chennai,branch1,Loan
T1078,90492,4180.97,failed,2025-05-03,chennai,branch1,Insurance
T1079,93988,7116.7,failed,2025-05-02,chennai,branch1,Loan
T1080,22339,1472.42,success,2025-05-01,chennai,branch1,Savings
T1081,44098,6828.02,success,2025-05-02,chennai,branch1,Loan
T1082,34523,673.54,success,2025-05-07,chennai,branch1,Insurance
T1083,74111,6422.42,success,2025-05-02,chennai,branch1,Mutual Fund
T1084,47249,8765.25,success,2025-05-02,chennai,branch1,Loan
T1085,43400,7084.58,success,2025-05-07,chennai,branch1,Mutual Fund
T1086,86797,1835.89,failed,2025-05-02,chennai,branch1,Mutual Fund
T1087,54380,4470.33,failed,2025-05-05,chennai,branch1,Insurance
T1088,40629,8497.46,success,2025-05-07,chennai,branch1,Loan
T1089,72324,9765.61,success,2025-05-03,chennai,branch1,Savings
T1090,93628,7831.93,success,2025-05-04,chennai,branch1,Mutual Fund
T1091,20095,8164.4,success,2025-05-04,chennai,branch1,Insurance
T1092,75020,1888.5,failed,2025-05-05,chennai,branch1,Mutual Fund
T1093,59668,3286.97,failed,2025-05-03,chennai,branch1,Insurance
T1094,48718,4088.58,success,2025-05-07,chennai,branch1,Loan
T1095,16192,1289.74,failed,2025-05-04,chennai,branch1,Mutual Fund
T1096,69303,1412.35,failed,2025-05-01,chennai,branch1,Loan
T1097,12237,7477.4,success,2025-05-04,chennai,branch1,Insurance
T1098,95814,774.81,failed,2025-05-03,chennai,branch1,Savings
T1099,26842,2145.24,success,2025-05-07,chennai,branch1,Mutual Fund
T1100,95766,9724.77,success,2025-05-05,chennai,branch1,Insurance
T1101,26822,9387.46,success,2025-05-07,chennai,branch1,Insurance
T1102,70690,7336.58,failed,2025-05-01,chennai,branch1,Loan
T1103,37384,3597.47,failed,2025-05-02,chennai,branch1,Loan
T1104,85706,6080.44,success,2025-05-01,chennai,branch1,Insurance
T1105,79201,6546.48,success,2025-05-01,chennai,branch1,Insurance
T1106,60910,1100.12,success,2025-05-06,chennai,branch1,Savings
T1107,89896,4181.09,success,2025-05-05,chennai,branch1,Mutual Fund
T1108,23847,1373.37,failed,2025-05-04,chennai,branch1,Mutual Fund
T1109,91619,104.93,success,2025-05-01,chennai,branch1,Mutual Fund
T1110,95077,3657.53,failed,2025-05-06,chennai,branch1,Mutual Fund
T1111,43034,3006.04,success,2025-05-02,chennai,branch1,Mutual Fund
T1112,22884,9096.18,failed,2025-05-01,chennai,branch1,Savings
T1113,74333,8854.11,success,2025-05-02,chennai,branch1,Insurance
T1114,24730,6647.78,success,2025-05-01,chennai,branch1,Loan
T1115,74960,3070.4,failed,2025-05-04,chennai,branch1,Insurance
T1116,36429,9831.59,success,2025-05-05,chennai,branch1,Insurance
T1117,38515,4561.02,success,2025-05-01,chennai,branch1,Insurance
T1118,69392,1450.43,failed,2025-05-03,chennai,branch1,Savings
T1119,74457,2149.08,success,2025-05-06,chennai,branch1,Mutual Fund
T1120,56448,5910.27,failed,2025-05-02,chennai,branch1,Loan
T1121,79584,1368.9,success,2025-05-05,chennai,branch1,Insurance
T1122,81030,3362.41,success,2025-05-02,chennai,branch1,Mutual Fund
T1123,28005,6811.09,failed,2025-05-04,chennai,branch1,Mutual Fund
T1124,49647,1771.64,success,2025-05-05,chennai,branch1,Mutual Fund
T1125,53740,7673.5,failed,2025-05-04,chennai,branch1,Loan
T1126,83918,8414.42,failed,2025-05-02,chennai,branch1,Savings
T1127,78883,4163.13,success,2025-05-07,chennai,branch1,Loan
T1128,75182,1939.45,failed,2025-05-06,chennai,branch1,Savings
T1129,95209,8984.58,success,2025-05-02,chennai,branch1,Mutual Fund
T1130,72714,9986.71,success,2025-05-01,chennai,branch1,Savings
T1131,14276,1784.15,success,2025-05-02,chennai,branch1,Insurance
T1132,60941,1953.2,success,2025-05-03,chennai,branch1,Savings
T1133,12226,6989.05,success,2025-05-05,chennai,branch1,Mutual Fund
T1134,38969,8668.29,success,2025-05-07,chennai,branch1,Mutual Fund
T1135,32148,8291.47,success,2025-05-05,chennai,branch1,Savings
T1136,89122,9622.71,success,2025-05-01,chennai,branch1,Loan
T1137,99815,9756.13,failed,2025-05-04,chennai,branch1,Insurance
T1138,22982,9888.29,success,2025-05-06,chennai,branch1,Savings
T1139,85703,6284.72,failed,2025-05-07,chennai,branch1,Savings
T1140,12240,3714.01,success,2025-05-01,chennai,branch1,Mutual Fund
T1141,17895,4086.48,failed,2025-05-06,chennai,branch1,Loan
T1142,89399,1179.39,failed,2025-05-02,chennai,branch1,Loan
T1143,95015,2197.77,failed,2025-05-03,chennai,branch1,Insurance
T1144,12338,6441.67,failed,2025-05-02,chennai,branch1,Loan
T1145,94948,6246.93,success,2025-05-05,chennai,branch1,Savings
T1146,34119,4949.65,failed,2025-05-01,chennai,branch1,Loan
T1147,20997,113.73,success,2025-05-05,chennai,branch1,Mutual Fund
T1148,12161,6625.81,success,2025-05-01,chennai,branch1,Savings
T1149,10827,8055.65,failed,2025-05-06,chennai,branch1,Mutual Fund
T1150,65946,9955.89,failed,2025-05-02,chennai,branch1,Insurance
T1151,92090,1224.09,failed,2025-05-06,chennai,branch1,Loan
T1152,80192,6273.65,success,2025-05-02,chennai,branch1,Loan
T1153,50101,1753.34,success,2025-05-06,chennai,branch1,Insurance
T1154,62599,649.62,failed,2025-05-05,chennai,branch1,Insurance
T1155,49766,8130.21,failed,2025-05-07,chennai,branch1,Loan
T1156,92783,7682.0,failed,2025-05-04,chennai,branch1,Loan
T1157,61967,4802.59,success,2025-05-03,chennai,branch1,Savings
T1158,23303,9472.7,success,2025-05-02,chennai,branch1,Insurance
T1159,16491,6049.3,failed,2025-05-06,chennai,branch1,Loan
T1160,92069,3543.55,success,2025-05-05,chennai,branch1,Insurance
T1161,18381,2113.11,success,2025-05-04,chennai,branch1,Loan
T1162,41020,5803.29,success,2025-05-06,chennai,branch1,Insurance
T1163,17139,1692.68,success,2025-05-03,chennai,branch1,Loan
T1164,86249,7399.95,failed,2025-05-05,chennai,branch1,Savings
T1165,68798,5304.6,failed,2025-05-07,chennai,branch1,Mutual Fund
T1166,65842,4223.55,failed,2025-05-04,chennai,branch1,Loan
T1167,84137,9129.34,failed,2025-05-06,chennai,branch1,Insurance
T1168,98313,3761.96,success,2025-05-03,chennai,branch1,Mutual Fund
T1169,57467,1192.85,failed,2025-05-01,chennai,branch1,Mutual Fund
T1170,29984,2487.3,failed,2025-05-03,chennai,branch1,Insurance
T1171,85559,7310.64,failed,2025-05-01,chennai,branch1,Insurance
T1172,81250,1170.16,success,2025-05-07,chennai,branch1,Insurance
T1173,52845,4947.82,success,2025-05-02,chennai,branch1,Savings
T1174,85318,705.11,failed,2025-05-01,chennai,branch1,Savings
T1175,98607,1981.72,failed,2025-05-04,chennai,branch1,Insurance
